Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
200.16.22.74-23.202.225.115-30192-80-6,23.202.225.115,80,200.16.22.74,30192,6,18/12/2019 03:21:28,47,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42553.19148936171,47.0,0.0,47.0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21276.595744680853,21276.595744680853,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,59,177,0,32,0,0,0,0,0,0,0,0,No Label
162.125.19.9-200.16.22.74-443-20372-6,162.125.19.9,443,200.16.22.74,20372,6,18/12/2019 03:21:28,553,1,2,46.0,77.0,46.0,46.0,46.0,0.0,46.0,31.0,38.5,10.606601717798213,222423.14647377937,5424.9547920434,276.5,207.18228688765842,423.0,130.0,0,0,0,0,0,130.0,130.0,0.0,130.0,130.0,1,0,0,0,20,40,1808.3182640144666,3616.6365280289333,31.0,46.0,42.25,7.5,56.25,0,1,0,0,1,0,0,0,2.0,56.333333333333336,46.0,38.5,0,0,0,0,0,0,1,46,2,77,238,16390,0,20,0,0,0,0,0,0,0,0,No Label
200.16.22.74-34.236.210.83-62993-443-6,34.236.210.83,443,200.16.22.74,62993,6,18/12/2019 03:21:29,1,2,0,217.0,0.0,193.0,24.0,108.5,119.50104602052653,0,0,0,0,2.17E8,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,40,0,2000000.0,0.0,24.0,193.0,136.66666666666666,97.57219549304676,9520.333333333334,0,1,0,0,1,0,0,0,0.0,205.0,108.5,0.0,0,0,0,0,0,0,2,217,0,0,328,-1,1,20,0,0,0,0,0,0,0,0,No Label
181.165.194.175-200.16.22.73-42524-8008-6,181.165.194.175,42524,200.16.22.73,8008,6,18/12/2019 03:21:29,3511,2,3,31.0,5.0,31.0,0.0,15.5,21.920310216782973,5.0,0.0,1.6666666666666665,2.886751345948129,10253.489034463117,1424.0956992309884,877.7499999999999,1508.425089290151,3125.0,1.0,1.0,1.0,0.0,1.0,1.0,3133.0,1566.5,2204.051836958469,3125.0,8.0,0,0,0,0,64,96,569.6382796923954,854.4574195385931,0.0,31.0,6.0,12.409673645990857,154.00000000000003,0,0,0,0,1,0,0,0,1.0,7.2,15.5,1.6666666666666667,0,0,0,0,0,0,2,31,3,5,172,227,1,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-31.13.94.51-19607-443-6,31.13.94.51,443,200.16.22.74,19607,6,18/12/2019 03:21:29,2,2,0,39.0,0.0,39.0,0.0,19.5,27.577164466275352,0,0,0,0,1.95E7,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,1,0,0,0,64,0,1000000.0,0.0,0.0,39.0,26.0,22.516660498395403,507.0,0,1,0,0,1,0,0,0,0.0,39.0,19.5,0.0,0,0,0,0,0,0,2,39,0,0,128,-1,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-23.202.224.12-31152-443-6,200.16.22.74,31152,23.202.224.12,443,6,18/12/2019 03:21:29,2488,2,0,80.0,0.0,80.0,0.0,40.0,56.568542494923804,0,0,0,0,32154.34083601286,803.8585209003215,2488.0,0.0,2488.0,2488.0,2488.0,2488.0,0.0,2488.0,2488.0,0,0,0,0,0,1,0,0,0,64,0,803.8585209003215,0.0,0.0,80.0,53.33333333333333,46.188021535170066,2133.3333333333335,0,1,0,0,1,0,0,0,0.0,80.0,40.0,0.0,0,0,0,0,0,0,2,80,0,0,194,-1,0,32,0,0,0,0,0,0,0,0,No Label
161.117.190.13-200.16.22.74-443-15230-6,161.117.190.13,443,200.16.22.74,15230,6,18/12/2019 03:21:29,3,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,1.0333333333333334E7,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,0,1,0,0,0,40,0,666666.6666666666,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,64,-1,0,20,0,0,0,0,0,0,0,0,No Label
200.16.22.74-69.171.250.54-63207-443-6,69.171.250.54,443,200.16.22.74,63207,6,18/12/2019 03:21:29,2,2,0,39.0,0.0,39.0,0.0,19.5,27.577164466275352,0,0,0,0,1.95E7,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,1,0,0,0,40,0,1000000.0,0.0,0.0,39.0,26.0,22.516660498395403,507.0,0,1,0,0,1,0,0,0,0.0,39.0,19.5,0.0,0,0,0,0,0,0,2,39,0,0,118,-1,0,20,0,0,0,0,0,0,0,0,No Label
200.16.22.74-69.171.250.54-63207-443-6,200.16.22.74,63207,69.171.250.54,443,6,18/12/2019 03:21:29,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,0,40,0,666666.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,510,-1,0,20,0,0,0,0,0,0,0,0,No Label
200.16.22.74-31.13.94.51-19607-443-6,31.13.94.51,443,200.16.22.74,19607,6,18/12/2019 03:21:29,74433,2,0,39.0,0.0,39.0,0.0,19.5,27.577164466275352,0,0,0,0,523.9611462657692,26.86980237260355,74433.0,0.0,74433.0,74433.0,74433.0,74433.0,0.0,74433.0,74433.0,0,0,0,0,0,0,0,0,0,64,0,26.86980237260355,0.0,0.0,39.0,13.0,22.516660498395403,507.0,0,0,0,0,1,1,0,0,0.0,19.5,19.5,0.0,0,0,0,0,0,0,2,39,0,0,128,-1,1,32,0,0,0,0,0,0,0,0,No Label
172.217.28.164-200.16.22.74-443-1745-6,200.16.22.74,1745,172.217.28.164,443,6,18/12/2019 03:21:29,665,1,1,31.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,46616.54135338346,3007.5187969924814,665.0,0.0,665.0,665.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,1503.7593984962407,1503.7593984962407,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,1.0,31.0,31.0,0.0,0,0,0,0,0,0,1,31,1,0,951,244,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-31.13.94.19-16031-443-6,31.13.94.19,443,200.16.22.74,16031,6,18/12/2019 03:21:29,1,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,3.1E7,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,64,0,2000000.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,120,-1,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.73-201.235.57.45-8008-51956-6,200.16.22.73,8008,201.235.57.45,51956,6,18/12/2019 03:21:29,1,2,0,5.0,0.0,5.0,0.0,2.5,3.5355339059327378,0,0,0,0,5000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,64,0,2000000.0,0.0,0.0,5.0,3.333333333333333,2.886751345948129,8.333333333333334,0,1,0,0,1,0,0,0,0.0,5.0,2.5,0.0,0,0,0,0,0,0,2,5,0,0,227,-1,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-104.24.105.183-21640-443-6,104.24.105.183,443,200.16.22.74,21640,6,18/12/2019 03:21:29,2,3,0,77.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,0,0,0,0,3.85E7,1500000.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,60,0,1500000.0,0.0,0.0,46.0,30.75,21.68524844220144,470.25,0,1,0,0,1,0,0,0,0.0,41.0,25.666666666666668,0.0,0,0,0,0,0,0,3,77,0,0,32,-1,1,20,0,0,0,0,0,0,0,0,No Label
200.16.22.74-104.244.42.66-64224-443-6,200.16.22.74,64224,104.244.42.66,443,6,18/12/2019 03:21:29,1,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,3.1E7,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,64,0,2000000.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,185,-1,0,32,0,0,0,0,0,0,0,0,No Label
