Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
200.16.22.74-209.237.196.128-54586-443-6,200.16.22.74,54586,209.237.196.128,443,6,18/12/2019 03:20:49,1159,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,26747.195858498704,1725.6255392579808,1159.0,0.0,1159.0,1159.0,1159.0,1159.0,0.0,1159.0,1159.0,0,0,0,0,0,1,0,0,0,64,0,1725.6255392579808,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,1486,-1,0,32,0,0,0,0,0,0,0,0,No Label
172.217.28.164-200.16.22.74-443-19413-6,172.217.28.164,443,200.16.22.74,19413,6,18/12/2019 03:20:49,2,2,0,311.0,0.0,311.0,0.0,155.5,219.9102089490163,0,0,0,0,1.555E8,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,1,0,0,0,64,0,1000000.0,0.0,0.0,311.0,207.33333333333331,179.55593371797363,32240.333333333336,0,1,0,0,1,0,0,0,0.0,311.0,155.5,0.0,0,0,0,0,0,0,2,311,0,0,244,-1,0,32,0,0,0,0,0,0,0,0,No Label
172.18.32.53-190.106.96.16-35808-8080-6,172.18.32.53,35808,190.106.96.16,8080,6,18/12/2019 03:20:49,5565,20,15,46336.0,250.0,5792.0,1448.0,2316.7999999999997,1277.9757678289109,237.0,0.0,16.666666666666668,61.0452603362768,8371248.876909255,6289.30817610063,163.67647058823528,445.44943056105234,2060.0,1.0,3238.0,170.42105263157893,389.6470362590957,1367.0,1.0,5530.0,395.0,800.1447945888872,2456.0,1.0,0,0,0,0,640,684,3593.890386343217,2695.4177897574127,0.0,5792.0,1374.4999999999998,1500.5961577224662,2251788.8285714285,0,0,0,0,1,0,0,0,0.0,1413.7714285714285,2316.8,16.666666666666668,0,0,0,0,0,0,20,46336,15,250,502,1486,19,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-31.13.94.51-26726-443-6,31.13.94.51,443,200.16.22.74,26726,6,18/12/2019 03:20:49,20759,1,5,39.0,39.0,39.0,39.0,39.0,0.0,39.0,0.0,7.8,17.44133022449836,3757.406426128426,289.03126354834046,4151.8,9280.91195411313,20754.0,1.0,0,0,0,0,0,5.0,1.25,0.49999999999999994,2.0,1.0,1,0,0,0,32,184,48.171877258056746,240.85938629028374,0.0,39.0,16.714285714285715,20.846376869169102,434.5714285714286,0,1,0,0,1,1,0,0,5.0,19.5,39.0,7.8,0,0,0,0,0,0,1,39,5,39,167,1128,0,32,0,0,0,0,0,0,0,0,No Label
172.217.172.110-200.16.22.74-443-31628-6,172.217.172.110,443,200.16.22.74,31628,6,18/12/2019 03:20:49,44626,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.81692287007574,44626.0,0.0,44626.0,44626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,22.40846143503787,22.40846143503787,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,249,711,0,32,0,0,0,0,0,0,0,0,No Label
172.217.28.164-200.16.22.74-443-19413-6,200.16.22.74,19413,172.217.28.164,443,6,18/12/2019 03:20:49,8787,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,3527.9390007966317,227.60896779333106,8787.0,0.0,8787.0,8787.0,8787.0,8787.0,0.0,8787.0,8787.0,0,0,0,0,0,1,0,0,0,64,0,227.60896779333106,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,773,-1,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-216.58.202.35-64996-443-6,216.58.202.35,443,200.16.22.74,64996,6,18/12/2019 03:20:49,2,2,0,55.0,0.0,55.0,0.0,27.5,38.890872965260115,0,0,0,0,2.75E7,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,1,0,0,0,64,0,1000000.0,0.0,0.0,55.0,36.66666666666667,31.754264805429415,1008.3333333333333,0,1,0,0,1,0,0,0,0.0,55.0,27.5,0.0,0,0,0,0,0,0,2,55,0,0,261,-1,0,32,0,0,0,0,0,0,0,0,No Label
172.18.32.53-190.106.96.16-35814-8080-6,172.18.32.53,35814,190.106.96.16,8080,6,18/12/2019 03:20:49,78697,714,565,3957504.0,250.0,65160.0,0.0,5542.722689075633,7752.081857201122,237.0,0.0,0.4424778761061947,9.984685128318022,5.029104031919895E7,16252.207835114426,61.57824726134583,308.9600254371868,9623.0,-64.0,78657.0,110.31837307152885,561.4105038501724,14308.0,0.0,78345.0,138.90957446808514,487.14067030096663,9623.0,0.0,0,0,0,0,22848,19928,9072.772786764424,7179.43504835,0.0,65160.0,3093.126562499998,6409.212035740041,4.1077998919075E7,0,0,0,0,1,0,0,0,0.0,3095.5449569976545,5542.72268907563,0.4424778761061947,0,0,0,0,0,0,714,3957504,565,250,502,1943,711,32,0,0,0,0,0,0,0,0,No Label
172.18.32.53-190.106.96.16-35816-8080-6,190.106.96.16,8080,172.18.32.53,35816,6,18/12/2019 03:20:49,79477,489,546,250.0,3462288.0,237.0,0.0,0.5112474437627812,10.732418728337404,27512.0,1448.0,6341.186813186812,2894.870771448257,4.35665412635102E7,13022.635479446883,76.86363636363632,140.6878613106402,1989.0,-2.0,79477.0,162.86270491803268,267.06844826751717,2024.0,0.0,77390.0,142.00000000000017,198.07126985299115,1247.0,1.0,0,0,0,0,16600,17472,6152.7234294198315,6869.912050027051,0.0,27512.0,3342.2181467181495,3800.554861181342,1.444421725284913E7,0,0,0,0,1,0,0,0,1.0,3345.447342995169,0.5112474437627812,6341.186813186813,0,0,0,0,0,0,489,250,546,3462288,799,502,2,32,0,0,0,0,0,0,0,0,No Label
190.190.144.7-200.16.22.73-58541-443-6,200.16.22.73,443,190.190.144.7,58541,6,18/12/2019 03:20:49,2,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,1.55E7,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,1,0,0,0,64,0,1000000.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,257,-1,0,32,0,0,0,0,0,0,0,0,No Label
