Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.22.69.108-52.96.58.98-59175-443-6,172.22.69.108,59175,52.96.58.98,443,6,18/12/2019 03:21:48,3,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,1.0333333333333334E7,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,0,1,0,0,0,40,0,666666.6666666666,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,2048,-1,0,20,0,0,0,0,0,0,0,0,No Label
200.16.22.74-13.227.93.111-24896-443-6,200.16.22.74,24896,13.227.93.111,443,6,18/12/2019 03:21:49,752,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,41223.404255319154,2659.5744680851067,752.0,0.0,752.0,752.0,752.0,752.0,0.0,752.0,752.0,0,0,0,0,0,1,0,0,0,64,0,2659.5744680851067,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,980,-1,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-13.227.93.58-23670-443-6,200.16.22.74,23670,13.227.93.58,443,6,18/12/2019 03:21:49,772,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,40155.44041450777,2590.6735751295337,772.0,0.0,772.0,772.0,772.0,772.0,0.0,772.0,772.0,0,0,0,0,0,1,0,0,0,64,0,2590.6735751295337,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,958,-1,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-13.227.93.58-23670-443-6,13.227.93.58,443,200.16.22.74,23670,6,18/12/2019 03:21:49,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,64,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,126,-1,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-13.227.93.111-24896-443-6,13.227.93.111,443,200.16.22.74,24896,6,18/12/2019 03:21:49,2282,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.6362839614371,1141.0,455.3767670841366,1463.0,819.0,819.0,819.0,0.0,819.0,819.0,0,0,0,0,0,0,0,0,0,64,32,876.4241893076248,438.2120946538124,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,122,980,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-13.227.93.58-23670-443-6,13.227.93.58,443,200.16.22.74,23670,6,18/12/2019 03:21:49,1293,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.7904098994586,1293.0,0.0,1293.0,1293.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,773.3952049497293,773.3952049497293,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,126,957,0,32,0,0,0,0,0,0,0,0,No Label
172.16.81.6-200.16.22.41-42994-80-6,200.16.22.41,80,172.16.81.6,42994,6,18/12/2019 03:21:49,147,3,0,5542.0,0.0,2896.0,0.0,1847.3333333333335,1604.7134739053365,0,0,0,0,3.7700680272108845E7,20408.163265306124,73.5,0.7071067811865476,74.0,73.0,147.0,73.5,0.7071067811865476,74.0,73.0,0,0,0,0,0,0,0,0,0,96,0,20408.163265306124,0.0,0.0,2896.0,2109.5,1411.2626734004316,1991662.3333333333,0,0,0,0,1,0,0,0,0.0,2812.6666666666665,1847.3333333333333,0.0,0,0,0,0,0,0,3,5542,0,0,235,-1,1,32,0,0,0,0,0,0,0,0,No Label
172.16.81.6-200.16.22.41-42994-80-6,172.16.81.6,42994,200.16.22.41,80,6,18/12/2019 03:21:49,784,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2551.0204081632655,784.0,0.0,784.0,784.0,784.0,784.0,0.0,784.0,784.0,0,0,0,0,0,0,0,0,0,64,0,2551.0204081632655,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,315,-1,0,32,0,0,0,0,0,0,0,0,No Label
200.16.22.74-77.88.21.119-52231-443-6,77.88.21.119,443,200.16.22.74,52231,6,18/12/2019 03:21:49,1,2,0,31.0,0.0,31.0,0.0,15.5,21.920310216782973,0,0,0,0,3.1E7,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,64,0,2000000.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,1,0,0,1,0,0,0,0.0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,125,-1,0,32,0,0,0,0,0,0,0,0,No Label
172.22.70.131-200.89.191.115-39561-443-6,200.89.191.115,443,172.22.70.131,39561,6,18/12/2019 03:21:49,1,2,0,53.0,0.0,53.0,0.0,26.5,37.476659402887016,0,0,0,0,5.3E7,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,40,0,2000000.0,0.0,0.0,53.0,35.33333333333333,30.599564267050166,936.3333333333334,0,1,0,0,1,0,0,0,0.0,53.0,26.5,0.0,0,0,0,0,0,0,2,53,0,0,8178,-1,0,20,0,0,0,0,0,0,0,0,No Label
